username,comment_id,post_url,post_hashtags,comment_text
nidiagracielatorruco,17879419413460982,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,Los conence a seguir como hace dos semanas y me encantan me fui a sus vídeos pasados y me gusta más ahora cuando siempre ella anda enojada esa cara que hace es de lo más cómico cuando habla con la chava Jejej
irving_raul_sf,17858402922599134,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,JAAJAJAJJAAJJAJAJAAJ te pasaste de lanza
oscaryamircarrillo,18082486460232224,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,😂😂😂😂😂😂
berty_cariloha,18126586795537812,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,😂😂😂😂
lagunes1332,18190936015343858,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,Jajajajajajaja 😂
_meliflores1,18118317556594587,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,JAJAJAJAJAJA
majo_santos_ramos,17902347108358436,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,Jajjajaajajajaajajaja
raquelparedesmx,18066370049227360,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,😂😂😂😂😂😂
jodacegon,18028191899790165,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,😂😂😂😂😂
iamjenn.flores,18045842426503690,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,JAJAJAJAJJA
habibsaiden,18072392939632211,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,Apunten la matrícula de la camioneta para que le diga a mi tío
_ericnadal_,18076366610060872,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,JAJAJAJA igualito
lupiita475,18082050716264364,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,😂😂😂
marianapriv166,18091799285000394,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,Te juroooo que pensé en ti cuando vi el video original 😂
alexis.salazar28,18097147871507621,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,Que padre hablan 🙊
miaamx_,17967107654859511,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,jajajaajjaajajajajajajajajajajajajaajaj como saca la lengua
rosygomez1,18421325140143437,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,😂😂😂😂😂😂😂😂😂😂
wazaamx1,18157496647424514,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,Hahahahahahahaa 😂
sofiaperalesc,18099765160856749,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,Segunda respóndeme
perlagomez77,18088150939874440,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,Ajjsjss @_gabrielrosado
r.m4rtinez,17933367801158506,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,Borra eso chava
sandypensabe,18086505440165542,https://www.instagram.com/p/DUBxH0ND_Jn/,N/A,Sus cachetitos de cabbage patch😂😂😂😂
deynovelo,18066524099218342,https://www.instagram.com/p/DT52axFgA0Y/,N/A,😂
teresitassj,17863340478569693,https://www.instagram.com/p/DT52axFgA0Y/,N/A,JAJAJAJAJAJAJAJA
fatiicarballo,18085001918141077,https://www.instagram.com/p/DT52axFgA0Y/,N/A,JAJAJAJAJA😂😂😂
moonquiiroz,18065926316553482,https://www.instagram.com/p/DT52axFgA0Y/,N/A,😂😂😂
leon_ba31,18326936176170844,https://www.instagram.com/p/DT52axFgA0Y/,N/A,😂😂😂😂😂😂
jesusake0410,18092568136813735,https://www.instagram.com/p/DT52axFgA0Y/,N/A,Con expongas tu cesárea con esa helades está termina chava 😂
carloslara4020,18108101563675100,https://www.instagram.com/p/DT52axFgA0Y/,N/A,Jajaja Jajaja
ximenitaaap_l,18547125277022257,https://www.instagram.com/p/DT52axFgA0Y/,N/A,"Chavaaa, vas a descalabrar esa bicicleta"
dj_josecoba,18333827317241899,https://www.instagram.com/p/DT52axFgA0Y/,N/A,Jaajajaja no mms todo por huir se le estaba por reventar su cesárea a @chuchopitza y el yeison en el capirote del carro jajaja
soymarofficial,17932120947167433,https://www.instagram.com/p/DT1SVr2AHVj/,N/A,"Al principio si pensé que era un teclado, luego de un rato me di cuenta que no jajajjajajjajja"
virginiafq1,18032459435779051,https://www.instagram.com/p/DT1SVr2AHVj/,N/A,Yo quiero que zorleth me enseñe esos movimientos JAJAJAJAJ
rominasaanchez,18067062104199869,https://www.instagram.com/p/DT1SVr2AHVj/,N/A,@daniel_05cn en qué momento grabaste esto?
daniel_05cn,17902973367196350,https://www.instagram.com/p/DT1SVr2AHVj/,@rominasaanchez JAJAJAJJAJAJAAJAJAJAJAJAJA
couaryalexia,18063800048272845,https://www.instagram.com/p/DT1SVr2AHVj/,N/A,JAJAJAJAJAJAJAJAJJAJAA YA SE ME QUITO LA DEPRESIÓN 🥹❤️
noemid_onjuan,18125303287552929,https://www.instagram.com/p/DT1SVr2AHVj/,N/A,JAJAJAJAJAJAJAJAJAJA
noemid_onjuan,18081146627190071,https://www.instagram.com/p/DT1SVr2AHVj/,JAJA quien no baile no le dan pastel 😂😂😂😂
davth_thv,18121010800498699,https://www.instagram.com/p/DT1SVr2AHVj/,N/A,Me encantó
