username,comment_id,post_url,post_hashtags,comment_text
kichicaceres,18050430467686236,https://www.instagram.com/p/DTEOrXlEo8u/,N/A,Juanito calvo es un mood 😂
ninamongeote,17845494924639349,https://www.instagram.com/p/DTEOrXlEo8u/,N/A,Barba de vacaciones 💯😍
charlytosis,17888442750282444,https://www.instagram.com/p/DTEOrXlEo8u/,@ninamongeote hahahahahhahahahahahahahaha
aradcio,18067712228210996,https://www.instagram.com/p/DUGo8NTgQ7a/,N/A,Buenas ideas🙌
max.del.rio,17941980917980658,https://www.instagram.com/p/DUGo8NTgQ7a/,N/A,con el buen @ponchomora_
ninamongeote,18335535499208925,https://www.instagram.com/p/DUGo8NTgQ7a/,N/A,❤️❤️❤️
jorgevalesbolio,17999298788714339,https://www.instagram.com/p/DUGo8NTgQ7a/,N/A,👏👏👏
oskarcubano,17908153557167199,https://www.instagram.com/p/DUGo8NTgQ7a/,N/A,Aprende lo bueno mijo!!!!🙌
leyeberta,17856438087603626,https://www.instagram.com/p/DUGo8NTgQ7a/,N/A,Me caes bien
betocervera,17931475629178776,https://www.instagram.com/p/DUGo8NTgQ7a/,N/A,"Aléjate , ese wey le bajó la lana al Sol"
israel_dm94,18344687650225476,https://www.instagram.com/p/DUGo8NTgQ7a/,N/A,Bien ahi macho caon
reginagarzar,17851115439625629,https://www.instagram.com/p/DUGo8NTgQ7a/,N/A,Un gusto conocerles en su casa @area71.mx
jenncervera_27,17981679674794762,https://www.instagram.com/p/DUEqPQjAUyh/,N/A,JAJAJA ya ni playa tenemos 😢 arena pue
jiroarl,18088955021103549,https://www.instagram.com/p/DUEqPQjAUyh/,N/A,"JAJJAJAJ obvió vas a saber de eso Juan, si eres internacional bussines, tu mismo los vendes😂"
tellmesamos,17871922857520857,https://www.instagram.com/p/DUEqPQjAUyh/,N/A,Jamás hay que soltar al we del flip phone
ioserivqui,17881821177351658,https://www.instagram.com/p/DUCARgpAekK/,N/A,Amo el inglés con acento yuca ❤️
gabriell.baes,18070730852626919,https://www.instagram.com/p/DUCARgpAekK/,N/A,La verdad el guión de tus videos son muy buenos jaja🫶🏻
juancatru98,18070542041171931,https://www.instagram.com/p/DUCARgpAekK/,N/A,🙌😂
alexisberzunza,17855158221610895,https://www.instagram.com/p/DUCARgpAekK/,N/A,International business cawn❤️😂
