username,comment_id,post_url,post_hashtags,comment_text
b.i.g_tiger,17965485861009159,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,"Te reconocemos amigo, vales mucho"
elvaenriquez7,17873967648494661,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,❤️❤️
mis2rasonesdevivir2018,18090072416059705,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,👏👏👏👏👏👏👏👏
veroramvega,18100819351844231,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,🙌
addyrodriguezdom,17907856713317007,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,❤️❤️❤️❤️❤️❤️❤️🙌🙌🙌🙌🙌
americaavilesarteaga,18107289544653932,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,❤️❤️❤️🙌
vanesa.barreto.1,17926846548173670,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,❤️❤️❤️❤️
diannp_____,18026782481779399,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,❤️🙌
cin_yah,17854920168545027,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,❤️❤️❤️
freddy_moreno7,18068220037952840,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,❤️
alpizar,18074872381820337,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,👏👏👏
maribelalalala,18388500739136655,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,😢😢😍🙌
lasalitas_mid,18085792966718049,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Hola @elsocotroco te enviamos un mensaje 🔥😎
maguibarmol,18069200866900178,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Hermosa doña Gaby
lonigrocami,17856887907292831,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,"Héctor , contáctame 🤗"
mairim8041,17911868661010944,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,😢
diiego.ortiz,17881238373153988,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,🫂🫂🫂🫂🫂🫂🫂❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹
alejandroxsp88,17842439739314188,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Con toda la actitud
untalivan40,17993101631683059,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Bendiciones soco
yy_delmoral,18032073467048970,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,"Hola te deje un DM, nos gustaria colaborar contigo para una campana"
yair.paulo85,17913897572931977,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,❤️🙌
damary1905,17858217051147648,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Don Soco❤️
damary1905,18021250814508328,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Aww doña Gaby🙌
jorgecasgut,18057284779504397,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,❤️
hacienda_yabucu,18009342659098446,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,"Socotroco, te dejé un DM 🙌"
vollkomm,18013751354294129,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Ora g000rd4ssss!!!!
elsa.perez.hr,18310063810191671,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,😢 doña Gaby hermosa siempre te estará acompañando y mandándote bendiciones desde el cielo y a tu bella esposa ❤️
claudio_sh98,18006653161920057,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,"Tienes y tendras, habras de acordarte de la gran persona que fue tu madre soco, eres una gran persona, de un gran corazon 🙌🏻"
lizbethjannetcolli,18011859640771078,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,❤️🙌
richiblog.s,17988118256161803,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,te deje DM para una colaboración de un establecimiento bonito tarde
antoniosk8_5,18051323536473680,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,😍
guadalupe_8648,18087915094340838,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,"Cuida mucho a tu madre,todas sufrimos junto con ella 😘😘"
alexis_euan_,17862592139938971,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,😭😭😭😭😭😭
m.romr,18037575064436192,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,"Amo a tu mami es una bella persona que vale la pena darle lo mejor, es tu mami, amiga, confidente, apoyo y ella junto contigo los dos han cumplido este sueño. Mis respetos para ti hermosa mami.... 💝"
agustin_pasos,18221412742230565,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Que todo se puede en esta vida bendiciones para doña gaby
dionemorthy,17954687681447778,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,👏👏👏👏👏👏
yazoso,18016400431603999,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Que Dios los siga llenando de bendiciones. Muchas felicidades!!
inigo_salomon,17926386779697821,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Te felicito Soco !!! Te mando un abrazo
sebastian_ck07,18001642723771666,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Saludos a doña Gaby 👏👏
aalaain,17971429031347154,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,"Ánimo Soco, el mayor regalo es tu jefita"
cannapet.s,17965886486272885,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,@flaka2410 😢😢😢😢
soy_many,17967742850238669,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Solo llore un poquito pero fue de felicidad. Yeah
sergiocompan,17978058521063760,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,"Que Dios siga llenando tu vida de grandes cosas, las pruebas que El pone nos hacen crecer como persona, hoy gracias a esas pruebas eres todo lo que eres y has logrado todo lo que tienes, saludos Soco y saludos a doña Gaby"
lauriemendez,17987926346070019,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Hermosa doña Gaby. Muy linda. La queremos 😍
mminuka,17881175147808812,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Super emotivo soco !!! Salió la lágrima ❤️❤️
gonzalo_dorantes,18363546568042007,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Eres una pistola Soco 👏
_esmeraldacaballero,17975312036332400,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,😢👏❤️❤️❤️
mendozasalazarpedropablo,17970183392367666,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Muchas bendiciones para doña Gaby una gran mujer que saco adelante a su hijo y ahora todo ese esfuerzo está cosechando los frutos de ese gran hijo de doña Gaby socotroco bendiciones para ti y para tu hermosa mamita con todo el respeto del mundo
pbivonne18,17915440952737151,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,"Doña Gaby mis respetos si que me hizo llorar 😢, caras vemos vidas detrás 😭 no sabemos bendiciones a los 2"
paaablo_g,17957970995376243,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Grande soco sigue para adelante  con todo!!
peke_herrera,17872682171900224,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,🥺🥺🥺 Muchas bendiciones ❤️❤️❤️
monse0925,17959145516356715,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Dios te siga bendiciendo con mucho trabajo para que tu bella madre tenga lo mejor ❤️🙌
noraperezpech,17930407514688345,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,🙌
hulkbaas,17985820141905255,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Tienes un buen aura padrino. Dale pa adelante y saludos al viejo y a tu sra mami
pedroliva_,17880761441853200,https://www.instagram.com/p/CsXO_2ZLzDn/,-N/A,Eres grande soquiiii❤️
juan_santiss,18027629540603183,https://www.instagram.com/p/DUEHHr6Ebf0/,#kekén ,Falto la receta del arroz
carloslavadores57,18093436133001071,https://www.instagram.com/p/DUEHHr6Ebf0/,#kekén ,Ulalaaaaaaaa ñeñeeee
victor_corbello,18084489832900585,https://www.instagram.com/p/DUEHHr6Ebf0/,#kekén ,"Si el Soco lo hizo, yo también puedo. 🔥"
fhorcasitas,18084376235167876,https://www.instagram.com/p/DUEHHr6Ebf0/,#kekén ,Las hice ayer. Una maldita locura 🤯🤯🤯
lexylibertad,18049304804701232,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,😍
prispichu,17849995278667405,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,❤️❤️❤️❤️ tendrá a los mejores papás!!!
carmendiaz.guzman,17889687576421653,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,"Ayyy si que cocine y baile ,con lo que me encanta la comida YUCATECA ,me encanta esta pareja y me hacen reír con sus videos ,buena vibra chicos!!😍🙌👌🏼🙏🏼✨✨✨"
ceballos6011e,18071655101531971,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,Q delicia❤️😋😋😋
elicancinooo1,18039313193526847,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,👏👏👏👏👏 ese es un excelente esposo
casandra.pasten,17852282520661254,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,❤️❤️❤️
mirnitayuk,18020636735632791,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,👏👏👏👏❤️❤️
khalo_138,18036023738766798,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,"Excelente Merci, te sacaste la lotería 👏👏"
hescoronel,17996478857883467,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,❤️❤️❤️
aldamar86,17902193178359403,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,Deberían de hacer una gira para conocerlos
erosacaceres,18104205103772696,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,Puchero para el frío y para el aaaallllmaaaaaaa
julisah84,18110755921631676,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,Esta embarazada ¿?
eemmaanuueel_,18087680915032998,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,Ella es la Wera Rapera?
chata_kazz30,17864778285565318,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,Receta
karenrl04,18089669633095555,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,No tendrá un amigo soltero 😂😂😂
rbk220321,18097110166913601,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,Saludos Alfonso
tina.guerrero.777,18056012087373414,https://www.instagram.com/p/DUB85wqD1OT/,-N/A,Q rico 😋
maluvera611,17987653286927535,https://www.instagram.com/p/DT6H4bcEYMJ/,-N/A,Ahora a consentir a Merci!😘
natalychan27,17985537980775952,https://www.instagram.com/p/DT6H4bcEYMJ/,-N/A,😍😂
brenvale22,18193315543340240,https://www.instagram.com/p/DT6H4bcEYMJ/,-N/A,😂😂😂😂
elmo_xavier_,18042013031717463,https://www.instagram.com/p/DT6H4bcEYMJ/,-N/A,😮😮😮😮😮
briseidayjoss,18406009432132010,https://www.instagram.com/p/DT6H4bcEYMJ/,-N/A,🤣🤣🤣
