username,comment_id,post_url,post_hashtags,comment_text
cr.istina5999,17846194872650154,https://www.instagram.com/p/DTbnDqOClre/,N/A,Fantástico 👏👏👏🙌🙌🙌
neri_29r,17946892641086428,https://www.instagram.com/p/DTbnDqOClre/,N/A,¿Hay una palabra para vaca o es la misma que para toro?
santos_tuz,18555605527046581,https://www.instagram.com/p/DTbnDqOClre/,@neri_29r X-ch’úupil wakax
viratovar,17851294068587536,https://www.instagram.com/p/DTZFxU0DCe4/,N/A,Saludos🙌
viratovar,18086252849024702,https://www.instagram.com/p/DTW2tftjBVk/,N/A,Saludos Amigo
jorgecha4,18122167711558586,https://www.instagram.com/p/DTQpCQMj06-/,N/A,"Hola, vivo en NY, ¿como puedo aprender maya? Soy yucateco."
paulinairenereyes,18298275685277617,https://www.instagram.com/p/DTQpCQMj06-/,N/A,Mucho éxito maestro
viratovar,18068781269388565,https://www.instagram.com/p/DTQpCQMj06-/,N/A,bendiciones Amigo🙌
viratovar,18076116794055027,https://www.instagram.com/p/DTPA60RDHQQ/,N/A,Bendiciones🙌🙌
paulinairenereyes,18068422019392882,https://www.instagram.com/p/DTMe6sIjlsg/,N/A,Felicidades Maestro seguramente sus papás están orgullosos de usted
cuatrogs,18084108764327515,https://www.instagram.com/p/DTMe6sIjlsg/,N/A,Disfrute mucho estos momentos maestro Santos. Enhorabuena ❤️
viratovar,18058901021323537,https://www.instagram.com/p/DTMe6sIjlsg/,N/A,Saludos
ligia_viajera,18063535730557358,https://www.instagram.com/p/DTMe6sIjlsg/,N/A,"Que gusto verte con tus papás, Dios los cuide para que estén juntos es un regalo muy grande para los hijos,lo digo para que reflexionen si alguien piensa que no pasa nada cuando se separa de la pareja,un abrazo santos"
eric11mx,18057632624660663,https://www.instagram.com/p/DTMe6sIjlsg/,N/A,No viven en el mismo lugar??
ligia_viajera,17995846553887240,https://www.instagram.com/p/DTMe6sIjlsg/,N/A,"Claro que no están juntos físicamente pero juntos luchando por salir adelante, saludos maestro santos"
_froylan_,18032362799750148,https://www.instagram.com/p/DTHQQDbDJq-/,N/A,Que sabroso!! 🙌
viratovar,17925041442056127,https://www.instagram.com/p/DTHQQDbDJq-/,N/A,"Saludos hasta San Francisco,Bendiciones"
beatriceortega63,17910169419280209,https://www.instagram.com/p/DTHQQDbDJq-/,N/A,"Estimado Santos, puedes clarificar la información? Me quedé con dos dudas: 1. Ubicación y 2. Precio"
dhiegoc,18089212286060834,https://www.instagram.com/p/DTGl_UJj_1y/,N/A,Date una vuelta a @yoyos.botaneria por una marquesita!!
santos_tuz,18146359117399902,https://www.instagram.com/p/DTGl_UJj_1y/,@dhiegoc ubicación amigo?
dhiegoc,18090721969951274,https://www.instagram.com/p/DTGl_UJj_1y/,@santos_tuz 20925 Mission Blvd en Cherryland CA. Estamos a 30 min de SF y a 15 min de Oakland. Tenemos muchos clientes yucatecos que vienen desde SF.
viratovar,17846446476655544,https://www.instagram.com/p/DS8-UMCDBW2/,N/A,"Saludos Amigo, Feliz Prospero Año Nuevo 2026"
paulinairenereyes,18064725530551271,https://www.instagram.com/p/DS8-UMCDBW2/,N/A,Muy feliz año Maestro
cuatrogs,18368472016093467,https://www.instagram.com/p/DS8-UMCDBW2/,N/A,"Muchas felicidades maestro Santos. Que tenga un feliz año, lleno de bendiciones. Un abrazo"
clau.cun,18095651452921685,https://www.instagram.com/p/DS8-UMCDBW2/,N/A,Bendiciones. 🙏🏻
georginajaber,18072449144093400,https://www.instagram.com/p/DS8-UMCDBW2/,N/A,¡Feliz año nuevo!
helengarciab,17980804037952816,https://www.instagram.com/p/DS8-UMCDBW2/,N/A,"@santos_tuz El fin de año es un momento para celebrar las lecciones aprendidas, el crecimiento experimentado y los recuerdos creados . También es un momento para mirar hacia adelante, lleno de esperanza, inspiración y motivación para el año que comienza.
Les deseo un muy Feliz Año Nuevo 2026, con todo mi cariño Helen."
california.magazines_,17857211511589983,https://www.instagram.com/p/DS3m7Jeicxt/,N/A,SHARE_ME THIS_POST_
israeljaleman,18101806498753438,https://www.instagram.com/p/DS3m7Jeicxt/,N/A,Mare lindo!🔥
mexicanbeautyshop,18545034742036059,https://www.instagram.com/p/DS3m7Jeicxt/,N/A,Linda foto 😍
ginko202020,18037985690725314,https://www.instagram.com/p/DS3m7Jeicxt/,N/A,Great picture!
carlos18b,17973262847977164,https://www.instagram.com/p/DS1NKokDPs0/,N/A,"Que Dios les bendiga, proteja y guie. Que la pasen bien, seguros y lleno de paz y amor🙏🏼🕊️"
karina_cortes,17980087943939840,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Bienvenido Santos! Soy de Oakland. Hay una comunidad bella de Maya Mam hablantes. ❤️🙌
mexicanbeautyshop,18300124882260485,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Qué guapa tu mamá. Pásenla bien ❤️
yankoalegria,17905189260321093,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Buen viaje!!! Pásenla bonito
viratovar,17852380773567689,https://www.instagram.com/p/DS1NKokDPs0/,N/A,"Saludos, Bendiciones❤️"
paulinairenereyes,18061814111554823,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Feliz estancia Maestro
coaxochitl01,17848852500612811,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Bienvenidos!
ligia_viajera,18083991371119840,https://www.instagram.com/p/DS1NKokDPs0/,N/A,"Saludos Santos te felicito por llevar a tu mamá de viaje, Dios Los cuide que todos estén bien"
aivle_zednanreh,17939644829985077,https://www.instagram.com/p/DS1NKokDPs0/,N/A,🙌
jyousee,17982591038941825,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Y yo que quería conocerle en mi  visita a Ox
ricky_ruiz209,17869057551509733,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Bienvenidos
shoes_n_wine,18069290321131699,https://www.instagram.com/p/DS1NKokDPs0/,N/A,"Bienvenido, pásenla bonito y Feliz Año 2026!"
nay_23.5.9,18072015584089125,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Le manda Saludos Elí
santos_tuz,18004017953683632,https://www.instagram.com/p/DS1NKokDPs0/,un saludos y abrazo de regreso🙌🏼
nay_23.5.9,17911558695127821,https://www.instagram.com/p/DS1NKokDPs0/,@santos_tuz Que se la pase bonito en sus vacaciones 👏
carimh,17983512752931185,https://www.instagram.com/p/DS1NKokDPs0/,N/A,¡Bienvenido a California! Que se la pasen a gusto 🫶
nay_23.5.9,17852521419567696,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Profe🤗
omaralejandromay,17992698299736225,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Que bien estimado
carmy_huchin,17857075446583727,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Bendiciones 🙏🏼
mrsdominguez2018,18126070171522326,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Bienvenido a Oakland!
ginko202020,17902263270184280,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Welcome to Oakland!
elmonotuz12,17970986474994020,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Salutos a tu mamá primo saludame a tu papa igual 👏🏽👏🏽👏🏽👏🏽🙏🏽🙏🏽🙏🏽🙏🏽
dhiegoc,17929597596170922,https://www.instagram.com/p/DS1NKokDPs0/,N/A,Vente por una marquesita a @yoyos.botaneria para que nos des tu punto bueno. 🙌
iamdiegoalejandro,18091841572756281,https://www.instagram.com/p/DSrJ4pDjgJc/,N/A,Muy feliz navidad! 🎁 🎄
paulinairenereyes,18546519463026177,https://www.instagram.com/p/DSrJ4pDjgJc/,N/A,Feliz Navidad Maestro
cuatrogs,18036165227718686,https://www.instagram.com/p/DSrJ4pDjgJc/,N/A,"Muchas felicidades Maestro, que pase muy bien esta noche buena y Navidad con su familia y seres queridos"
danielmiranda2441,18089118298965533,https://www.instagram.com/p/DSrJ4pDjgJc/,N/A,😍😍😍😍😍😍😍
danielmiranda2441,18074673206052386,https://www.instagram.com/p/DSrJ4pDjgJc/,N/A,Felicidades
clau.cun,17956126158017192,https://www.instagram.com/p/DSrJ4pDjgJc/,N/A,"Muchas gracias, igualmente!"
isabel.loeza.566,17973013811989121,https://www.instagram.com/p/DSc8NgbkUKQ/,N/A,Cuando acaba?
viratovar,18337250998237372,https://www.instagram.com/p/DSVypZbFCzK/,N/A,Saludos Amigo❤️❤️
escarricasco,18071274746087058,https://www.instagram.com/p/DSVypZbFCzK/,N/A,😍
paulinairenereyes,17995360307895356,https://www.instagram.com/p/DSVypZbFCzK/,N/A,Que bonito el colibrí
fgcy2012,18116513212574172,https://www.instagram.com/p/DSVypZbFCzK/,N/A,😍
nacelarcoiris1320,18088207705824554,https://www.instagram.com/p/DSVypZbFCzK/,N/A,🙏
schne_tz,17906370579297316,https://www.instagram.com/p/DSP3hxmjkQq/,N/A,Lo felicito 🙌 feliz domingo
clau.cun,18135739297484622,https://www.instagram.com/p/DSP3hxmjkQq/,N/A,Excelente domingo! Saludos
viratovar,18062918573212260,https://www.instagram.com/p/DSLwUP3Eq-W/,N/A,Maravilloso❤️❤️
nancygarrido07,18082140728321483,https://www.instagram.com/p/DSLwUP3Eq-W/,N/A,😍que bello !
evelin.umana1,18076448792589399,https://www.instagram.com/p/DSLwUP3Eq-W/,N/A,"Muy interesante, qué bonita actividad."
cuatrogs,18013981184805441,https://www.instagram.com/p/DSLwUP3Eq-W/,N/A,"Que interesante, gracias por compartir 👏"
coramaravillas,17948534886073345,https://www.instagram.com/p/DSLwUP3Eq-W/,N/A,👏😍lindo
lochtibio,17980259126948819,https://www.instagram.com/p/DSLwUP3Eq-W/,N/A,👏👏👏👏
uyuky11,18056665580666472,https://www.instagram.com/p/DSLwUP3Eq-W/,N/A,😍💜
alicia.si,18099270034637805,https://www.instagram.com/p/DSLwUP3Eq-W/,N/A,Que bonito!
cuatrogs,18050867465663908,https://www.instagram.com/p/DSJXRu5DCkt/,N/A,Que bonito y deseo que estas tradiciones perduren
paulinairenereyes,18305149012252354,https://www.instagram.com/p/DSJXRu5DCkt/,N/A,"Que hermoso trabajo, felicidades"
beatriceortega63,17886691053280841,https://www.instagram.com/p/DSDy0A2j2zk/,N/A,"Las naranjas (chinas) más dulces y jugosas, en el huerto del estado de Yucatán. Saludos Santos"
elyta64,18051803936687995,https://www.instagram.com/p/DSBhTB9FVun/,N/A,Mi Yucatan hermoso 💚 😍😍😍😍
corona1886,18114910432516240,https://www.instagram.com/p/DSBhTB9FVun/,N/A,Super! 👏
coramaravillas,18548075131021370,https://www.instagram.com/p/DSBhTB9FVun/,N/A,😍👏
paulinairenereyes,18077910950260571,https://www.instagram.com/p/DSBhTB9FVun/,N/A,👏👏👏
abrilalvaradoa,17907971241294229,https://www.instagram.com/p/DSBhTB9FVun/,N/A,🧡🍊
roch.gonzalez,17922059106062908,https://www.instagram.com/p/DSBhTB9FVun/,N/A,👏👏👏👏
daly_mendez69,17870979837472249,https://www.instagram.com/p/DSBhTB9FVun/,N/A,Que interesante! La feria de la naranja
alitowanda,17842329870654304,https://www.instagram.com/p/DSBhTB9FVun/,N/A,"Hay que darle más impulso a las ferias de la región, naranja Oxkutzcab, en Noviembre jícamas Maxcanú, asociarlas con las actividades en las escuelas públicas, más organización de los gobiernos municipales"
virus_tbz,17894791467222877,https://www.instagram.com/p/DRyEjwqic_Z/,N/A,Yo tengo el dedo Unakab torcido siempre que pongo peso en el se me kiere romper como que sa sale de su lugar y duele 😢
marcoantonioregil,17921926140055105,https://www.instagram.com/p/DRveqhhjV1Y/,N/A,Excelentes clases amigo
santos_tuz,17929089993154622,https://www.instagram.com/p/DRveqhhjV1Y/,"@marcoantonioregil Muchas gracias amigo, espero saludarte pronto"
evelin.umana1,18099265996813783,https://www.instagram.com/p/DRveqhhjV1Y/,N/A,"Todas las palabras son nuevas para mí. Muchas gracias por tus videos, aprendo mucho."
marcoantonioregil,17873970576377831,https://www.instagram.com/p/DRveqhhjV1Y/,N/A,🙌🙌
mandragorabags,17861850990468970,https://www.instagram.com/p/DRveqhhjV1Y/,N/A,👏👏
byrongdl,18159462865403891,https://www.instagram.com/p/DRveqhhjV1Y/,N/A,Ninguno pero voy aprendiendo
yeremenkus,17969167380002328,https://www.instagram.com/p/DRveqhhjV1Y/,N/A,"Hay alguna diferencia cuando es en plural? Por ejemplo ojo, ojos"
nacelarcoiris1320,18066268913413526,https://www.instagram.com/p/DRveqhhjV1Y/,N/A,🙏
ariles_delacocina,18082441856279633,https://www.instagram.com/p/DRveqhhjV1Y/,N/A,¿Y cómo se le dice a la cara o rostro completo?
angel_tona_g,18120527740542890,https://www.instagram.com/p/DRveqhhjV1Y/,N/A,Santos. La barbilla es muy similar  a la palabra grande NoHoch.
thescotthansen,18048312368427829,https://www.instagram.com/p/DRveqhhjV1Y/,N/A,Máax jalo in tso'ostel pool?
vainilla.neon,18088923028948138,https://www.instagram.com/p/DRveqhhjV1Y/,N/A,"@santos_tuz saludos! Una pregunta amigo, en la lengua maya utilizaban el acento? O de que manera lo llamaban?"
cuatrogs,18078467981230510,https://www.instagram.com/p/DRvMWopj6FT/,N/A,Muchas felicidades 👏
_ardiia_,18396452290131245,https://www.instagram.com/p/DRlMXPeDDfi/,N/A,"¿Y como se dice ""puntos cardinales""? 😮"
santos_tuz,17909665914260873,https://www.instagram.com/p/DRlMXPeDDfi/,@_ardiia_ kan ti’its’ yóok’ol kaab
_ardiia_,18013234676801206,https://www.instagram.com/p/DRlMXPeDDfi/,@santos_tuz gracias 🫂
angel_tona_g,18106541740644266,https://www.instagram.com/p/DRlMXPeDDfi/,N/A,Hola maestro Santos. Como puedo decir cuídate tu también
cuatrogs,18098948947801465,https://www.instagram.com/p/DRgGAXxjLZn/,N/A,Muchas felicidades a Los Cuervos campeones 😍
karoesc.h,18093823967502258,https://www.instagram.com/p/DRddLoQAbo9/,N/A,"amoo, más frases porfii🫶🏻"
helder_gilon,18099586030704660,https://www.instagram.com/p/DRZ6hC3DQmk/,#fblifestyle ,También se puede usar to'one'ex no?
metates_mutandis,18062027012548373,https://www.instagram.com/p/DRVg8XZiMh1/,#fblifestyle ,Chikin y Lakin bien cuál es la traducción literal?
luar_muuk_a_an,17877833145429388,https://www.instagram.com/p/DRTIIyCCtxz/,#fblifestyle ,😍 gracias por seguir compartiendo ❤️
coldnights_19,18092190928911429,https://www.instagram.com/p/DRTIIyCCtxz/,#fblifestyle ,"Haces que sea fácil, que bien video"
angel_tona_g,17844488085603271,https://www.instagram.com/p/DRTIIyCCtxz/,#fblifestyle ,"Hola Santos. Hay un pájaro que entiendo solo se ve en los cenotes que tiene en su cola dos plumas largas como varitas y en la punta es donde tiene la pluma, no se si así se escriba pero es toh. En la península de Yucatan son muy afortunados por tener muchos tipos de aves, hay otro que me gustó que es azul de pico amarillo, creo se llama xcheel, sabes que significa su nombre?"
santos_tuz,17928973776155977,https://www.instagram.com/p/DRTIIyCCtxz/,Hola el pájaro que usted menciona es el pájaro “Tóoj” (momoto)
angel_tona_g,17876225466352394,https://www.instagram.com/p/DRTIIyCCtxz/,"@santos_tuz muchas gracias Santos aprecio mucho que me hayas respondido, y también la riqueza del maya y tu esfuerzo y amor que le tienes para difundirlo."
angel_tona_g,18105023980561353,https://www.instagram.com/p/DRTIIyCCtxz/,#fblifestyle ,"¿Sian kan es una palabra compuesta?, ¿tiene que ver con el amarillo?, Gracias."
angel_tona_g,18058706834263622,https://www.instagram.com/p/DRTIIyCCtxz/,#fblifestyle ,Entonces yaa'k chilan que quiere decir?
el_negro_mas_guapo_,17910684909257451,https://www.instagram.com/p/DRTIIyCCtxz/,#fblifestyle ,Gracias por mantener este lenguaje vivo mi hermano. Soy un paisano tuyo y fan tambien
eve43_42,18072511700523596,https://www.instagram.com/p/DRTIIyCCtxz/,#fblifestyle ,Aprendí todos no sabía ninguno
guaterican773,18126743251503328,https://www.instagram.com/p/DRTIIyCCtxz/,#fblifestyle ,
coramaravillas,18396802774127996,https://www.instagram.com/p/DRQj6XGgPPt/,#fblifestyle ,👏
nacelarcoiris1320,17851901808589156,https://www.instagram.com/p/DRQj6XGgPPt/,#fblifestyle ,🙏
giahzdankawani,17993751509852942,https://www.instagram.com/p/DRQj6XGgPPt/,#fblifestyle ,Así me pueden decir: Jach ki’ichpanech 😌
eve43_42,18002097188681839,https://www.instagram.com/p/DRQj6XGgPPt/,#fblifestyle ,Gracias
analunitaverita,18099174601686343,https://www.instagram.com/p/DRDfcn7DX7_/,#fblifestyle ,👏🙌🔥❤️
ztef_zam,17924817144159649,https://www.instagram.com/p/DRDfcn7DX7_/,#fblifestyle ,😍🤤 Es delicioso el Mamey
aliciarobledo16,18294923185258959,https://www.instagram.com/p/DRDfcn7DX7_/,#fblifestyle ,❤️❤️👏👏👏
tony89gutierrez,18119572141528764,https://www.instagram.com/p/DRDfcn7DX7_/,#fblifestyle ,Yo quiero un chakal
tris.h6479,17978693462943633,https://www.instagram.com/p/DRDfcn7DX7_/,😂😂😂
hectorzj,17939034428964001,https://www.instagram.com/p/DRDfcn7DX7_/,#fblifestyle ,👏👏👏
yeci_vane,18089826152510237,https://www.instagram.com/p/DRDfcn7DX7_/,#fblifestyle ,Nísperos
yosoymiu,18055618274313514,https://www.instagram.com/p/DRDfcn7DX7_/,"@yeci_vane me imagino que igual, o parecido, pues no es mexicana"
alitowanda,18082842808851939,https://www.instagram.com/p/DRDfcn7DX7_/,#fblifestyle ,"Eres importante, ojalá la SEP o segey haga un programa de maya, así como hay del inglés en Maxcanú , me da pena que haya primero del inglés… @huachodiazmena.oficial"
mauriceleourd_nature,18031831829746361,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,🙌 yo también soy maestro 😁 y de Francia
floresperonodetujardin,17952115095044571,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,"Hola, me gustan mucho tus videos!! Mi profesión es Químico Bacteriólogo Parasitólogo 🥹🩷 espero me puedas ayudar!!"
rolfdonearama,17951466723021653,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,¡Qué hermoso suena!
angel_tona_g,18112631386520113,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,❤️
darioquezadaflores,17931614114997278,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,Soy músico
cuatrogs,18111405511503391,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,Muchísimas gracias 😍
diani.pc,18044846918701510,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,Historiadora 🥰
deacoronadogamboa,17844890247609868,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,"Hola soy Abogada , felicidades por tus videos"
_froylan_,18083066356863129,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,🙌
beatriceortega63,18350237806207051,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,👏👏👏👏
alejandro_cachanilla,17858013804554208,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,📝📝
lsjcp,18319619017168627,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,yo soy doctor (médico)
epistemic.exe,18106921606625096,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,In k’aaba’e’ Mateo. In kaajale’ Francia (no sé en maaya?). Y finalmente como se diría alguien que trabaja en diplomacia
javi_alvarez_isasi,17859590622477278,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,"Soy arquitecto, y me gustaría saber cómo decirlo en Maya, gracias"
vd012456,18047145734428460,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,Mi nombre es De La Cruz
thelittlenativethatcould,18174952231368259,https://www.instagram.com/p/DRBIqK9iVyK/,#fblifestyle ,In k’aaba’e Edwardo yéetel in kaajale’ Nueva York. Teene aj terapeutaen
candicemperez,18106209904654283,https://www.instagram.com/p/DRAwQ1hilc_/,N/A,I have watching a Youtube live feed of Hummingbirds from Peru.  Check it out.  You will love it.
ixamanda,17988586061738607,https://www.instagram.com/p/DRAwQ1hilc_/,N/A,Hay un error ortográfico. No se usan comillas simples para representar la glotal. Por eso lo vemos marcado doble de manera incorrecta
ixamanda,17918536806198446,https://www.instagram.com/p/DRAwQ1hilc_/,@ixamanda y le falta su clasificador de género
helder_gilon,17885852919398254,https://www.instagram.com/p/DRAwQ1hilc_/,@ixamanda J o X no?
ixamanda,18146009746438676,https://www.instagram.com/p/DRAwQ1hilc_/,@helder_gilon ix-
giahzdankawani,18181921048348238,https://www.instagram.com/p/DRAwQ1hilc_/,N/A,
anotherco,18064995485626134,https://www.instagram.com/p/DQ_yeNqAWIx/,#fblifestyle ,Te dejamos un DM! 😀
giahzdankawani,17947097187061366,https://www.instagram.com/p/DQ_yeNqAWIx/,#fblifestyle ,👏👏👏
aliyueliang,18067694285527356,https://www.instagram.com/p/DQ-jnSAivCx/,#fblifestyle ,Que hermoso ❤️
giahzdankawani,17955005262010953,https://www.instagram.com/p/DQ-jnSAivCx/,#fblifestyle ,👏👏👏
cuatrogs,18294302728287706,https://www.instagram.com/p/DQ-jnSAivCx/,#fblifestyle ,Maestro eres un K’IIN muchas gracias
ricfoz,18095635177834413,https://www.instagram.com/p/DQ7-0gWjbC9/,N/A,"Jaja, me encanta. Aparte saber que en la vida cotidiana andan callando al perro"
coramaravillas,18025193168581711,https://www.instagram.com/p/DQ7-0gWjbC9/,N/A,❤️
chfallas,18368922730081231,https://www.instagram.com/p/DQ7-0gWjbC9/,N/A,"Interesante. Dónde crecí en Costa Rica le dicen ""chele"" a una persona muy blanca y rubia."
beatriceortega63,17853959715570130,https://www.instagram.com/p/DQ5SKsVj-ne/,#fblifestyle ,Que sembraste? Chinas? O mandarinas? O naranja agria? Limones? Saludos estimado Santos! Aprecio tu dedicación para preservar nuestro bellísimo idioma maya👍👋🏻
santos_tuz,18076071449323949,https://www.instagram.com/p/DQ5SKsVj-ne/,"@beatriceortega63 todos los que usted mencionó, hay que aprovechar la temporada de lluvias🥳"
giahzdankawani,18047161751410791,https://www.instagram.com/p/DQ5SKsVj-ne/,#fblifestyle ,Que siembres centenares de árboles 🌳
renatavzqq,17856867288501807,https://www.instagram.com/p/DQ4EFObiL8M/,#fblifestyle ,¡Enhorabuena!👏
lyz_bastida,18112624534580340,https://www.instagram.com/p/DQzlZoYD_aX/,N/A,Fue para el Hanal Pixan?. Hay otros momentos dónde se prepara el Pib?
cr.istina5999,17959406010006251,https://www.instagram.com/p/DQzlZoYD_aX/,N/A,"Nunca había visto así un Pib, he estado comiendo durante años unos en charola y horneados!!!!😁"
danielcavazosv,18492679063077611,https://www.instagram.com/p/DQzlZoYD_aX/,N/A,Acaso es el PIB ?
santos_tuz,18083037755063061,https://www.instagram.com/p/DQzlZoYD_aX/,@danielcavazosv sí amigo: el tradicional
gallardo_bel,17928253515147345,https://www.instagram.com/p/DQzlZoYD_aX/,@danielcavazosv perdón mi ignorancia pero; ¿¿¿qué es; por favor???
danielcavazosv,18103952404711043,https://www.instagram.com/p/DQzlZoYD_aX/,@gallardo_bel Es un alimento típico de Yucatán a base de masa y pollo y otras especias que lo preparan en un horno (pibl) específicamente en el mes de octubre. Algo parecido al zacahuil de Veracruz. Nunca lo he probado.
gallardo_bel,17978321732936438,https://www.instagram.com/p/DQzlZoYD_aX/,@danielcavazosv muchísimas gracias por tomarte el tiempo de responderme...abrazo!!!
schne_tz,18066580139612049,https://www.instagram.com/p/DQzlZoYD_aX/,N/A,Muy buen...y sabroso trabajo... felicidades
nancygarrido07,18088709519492785,https://www.instagram.com/p/DQzlZoYD_aX/,N/A,Es algo de masa y pollo ? O es pasta ?
cuatrogs,17844120030609425,https://www.instagram.com/p/DQzlZoYD_aX/,N/A,Qué es ese platillo maestro?
mexicanbeautyshop,17868881811399107,https://www.instagram.com/p/DQzlZoYD_aX/,N/A,¿Qué es?
