username,comment_id,post_url,post_hashtags,comment_text
navfco_53,18092677886513137,https://www.instagram.com/p/DT_bXl6Egv0/,N/A,😂😂😂😂😂😂
fernandabuenfile,17862341799575483,https://www.instagram.com/p/DT_bXl6Egv0/,N/A,😂😂😂😂😂😂
luca_ome,17974092521829107,https://www.instagram.com/p/DT_bXl6Egv0/,N/A,Y México 🇲🇽 uffff lejísimos
celiacalderon5,17937983079076701,https://www.instagram.com/p/DT_bXl6Egv0/,N/A,😂😂😂😂😂😂😂😂😂
mariposaputrefacta,18119328832517761,https://www.instagram.com/p/DT_bXl6Egv0/,N/A,"pensé que al final iba a decir ""la chingada"" jajajaja"
basilisko_eve,18078885659593892,https://www.instagram.com/p/DT_bXl6Egv0/,@mariposaputrefacta yo también 🤣
claudiauribe039,18002287616848196,https://www.instagram.com/p/DT_bXl6Egv0/,N/A,Que se vayan a Groelandia ! Mejor ! 😂
yohwih,18092358019808950,https://www.instagram.com/p/DT_bXl6Egv0/,N/A,Hahahahahahaahahha😂😂😂😂😂😂😂
cilasanta,18406136893192370,https://www.instagram.com/p/DT_bXl6Egv0/,N/A,"Por un segundo pense que ibas a decir. ""SABES QUE ESTA MAS LEJOS TODAVIA?  LA cHinGaDa!!!!! Y Siempre vas!"" 😂"
decoratodomx,18006772319683313,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,"Vicky para gobernadora de YucatáM, defendiendo nuestra cultura y valores"
celiacalderon5,17967057008859167,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,😂😂😂😂😂😂😂
dance.flex_brianaavila,18336043609242156,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,😂😂😂😂😂😂😂
vraiwolf64,17846801256641455,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,Jajajaja jajajaja. Mi amor.
fania.epi,18054599282402972,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,Pero ya la quitaron?
gera.mtz93,17860317735527603,https://www.instagram.com/p/DT_AR6uEcbW/,@fania.epi que acabas de ver Lisa? Que acabas de ver!? 😂😂
fania.epi,18161292550408104,https://www.instagram.com/p/DT_AR6uEcbW/,"@gera.mtz93 es una pregunta genuina porque yo no la he visto. Un video no responde, los videos pueden grabarse en un momento y subirse en otro."
gera.mtz93,18359431630202438,https://www.instagram.com/p/DT_AR6uEcbW/,@fania.epi Yo tampoco se si existe. Solo estaba citando a homero jajaja ojala alguien te responda bien.
f.matuk,17875008390495803,https://www.instagram.com/p/DT_AR6uEcbW/,@fania.epi que va a ser !
juliorlr,18099770602872543,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,😂😂😂Así es
mazariegozadrian,18085802657162845,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,😂 me gusta que al final le dices las palabras  Magicas “pelana’!
carlosgalvs,18117619477597063,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,El Poseidóm de Yucatam con Kukulcám
verorodart,17894844675394261,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,Jajajajajjajajaj😂
claudiauribe039,18090643507831536,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,😂😂😂
robertiko81,18177018946373080,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,😂😂😂😂😂
alemontjo,18087460403041327,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,😂😂😂
malu_pulido,17915897964270146,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,Totalmente de acuerdo ☝️
noraguadalupecruz,17938134534077006,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,😂😂😂😂😂
carpio_any,17885627403431122,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,😂😂😂😂
cuauhtlioscar,17959275051045159,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,😂😂😂
stellarumlilu,18306625417259412,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,😂😂😂😂😂😂
oliver.mo.cdmx,17963318003883299,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,"Más si osare ponerle catsup a papadzul, eso sí es para enojarse. 😂"
jhees.1313,18199988623333457,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,"Más si ""osare"", según yo."
lauferh8,18090125606042139,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,Jajajaja 😂😂😂😂😂😂😂😂
ale_olayo,18079927493193807,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,"Donde esta Claudia para que diga que la conquista fue horrible y reprochable,  que aquí solo pueblos originarios para que quiten a los Dioses extranjeros?? No veo que se indigne y mande quitar la estatua del Dios Griego Poseidon"
likeaprophoto,18164802427403238,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,"Jajajaja el ""peee laaa naaa"" sonó como pollo de plástico"
akirenikte,18077902676598273,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,Masiosare es como el Malamen.
n.jesusmiguel,18171128293389137,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,Yucatán ya tiene a su líder 😂😂
marioalonsogrijalva,18105995029776277,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,Está mormada?
el.lobo.dani,18054106292414278,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,"Mas si osare un extraño enemigo! Significa ""Pero si un enemigo extranjero se atreviera a profanar con sus pies tu suelos ""... así es que el extraño osado fue un mexicano 😂 que se atrevió a poner esa escultura"
neto.chavez.77398,18070544996160303,https://www.instagram.com/p/DT_AR6uEcbW/,@el.lobo.dani y lo peor que El que cometio El error y dio origen Al meme es un hijo de un expresidente
carlos.juanramirez69,18093241847494158,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,"Masiosare piseidon, en lugar de aclarar este nombre salí más confundido"
oskar.jimgar,17900958189363236,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,Yucatám 🤣🤣🤣
lg_sus20,18374879005158980,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,Primer comentario y primer like! Jaja saludos!
stattoos_molina,17941995288106169,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,Aguevo. Es ese goey...
f.matuk,18166567147397532,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,"Al puro ejemplo de lo Montejo que hasta su chela tiene, falta la chela Poseidon y su avenida de Casas perronas."
homeroarchudia13,18189021073349035,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,Porque habla como estúpida
octaviomind,18360583957204849,https://www.instagram.com/p/DT_AR6uEcbW/, #poseidon #progreso #yucatan #chaac #yucatecos ,"Vamos a derribarlo, no pertenece ahí 🔥🔥🔥"
f.matuk,18390943123198780,https://www.instagram.com/p/DT_AR6uEcbW/,Jajajaja empiecen con los Montejos
adriiix2710,17858276163598908,https://www.instagram.com/p/DT8WB2qkZlh/, #perritos ,Claro que hablan ❤️🙌 😍 ellos son lo mejor de este mundo
anaaurorajimeno,18147635962453075,https://www.instagram.com/p/DT8WB2qkZlh/, #perritos ,😍😍😍😍
oscarhurtadobravo,18052233581447253,https://www.instagram.com/p/DT8WB2qkZlh/, #perritos ,😍😍😍😍😍😍
