hashtags:,#lespaul,#guitar,#music,#electricguitar,#love,#muero,#thebestgift,#música,#girl,#shorthairdontcare,#me,#guitarra,#romance,#photooftheday,#teamo,#gift,#medesmayo
post_url,username,comment_id,comment_text
dontfvckingquit,17845574623057763,https://www.instagram.com/p/9b2WPQqy4s/,Nice
bradenrawlingsmusic,17845474060057763,https://www.instagram.com/p/9b2WPQqy4s/,Cool
carlyandtheuniverse,17845157635057763,https://www.instagram.com/p/9b2WPQqy4s/,Lovely!
andresyjosemx,17845151089057763,https://www.instagram.com/p/9b2WPQqy4s/,Esta buenísima tu guitarra! 💯💯
fellowplectrums,17845150582057763,https://www.instagram.com/p/9b2WPQqy4s/,Good stuff 👍
